;fit_time;score_time;test_roc_auc;test_precision;test_recall;repeat;fold;features;model
0;0.49408602714538574;0.14121246337890625;0.7142857142857143;0.6666666666666666;0.6666666666666666;0;0;fmri_full;rf
1;0.5261735916137695;0.10999083518981934;0.6904761904761906;0.6666666666666666;0.6666666666666666;0;1;fmri_full;rf
2;0.5323288440704346;0.10953903198242188;0.48571428571428577;0.4;0.4;0;2;fmri_full;rf
3;0.5366764068603516;0.1110532283782959;1.0;1.0;0.6666666666666666;0;3;fmri_full;rf
4;0.5340664386749268;0.10974621772766113;0.6805555555555556;0.6;0.5;0;4;fmri_full;rf
5;0.5345966815948486;0.11068201065063477;0.5119047619047619;0.5;0.5;1;0;fmri_full;rf
6;0.5358281135559082;0.11043071746826172;0.8690476190476191;0.75;0.5;1;1;fmri_full;rf
7;0.5369241237640381;0.11037826538085938;0.9428571428571428;0.8;0.8;1;2;fmri_full;rf
8;0.5365936756134033;0.11049795150756836;0.638888888888889;0.5714285714285714;0.6666666666666666;1;3;fmri_full;rf
9;0.5364460945129395;0.11138224601745605;0.9444444444444445;0.8333333333333334;0.8333333333333334;1;4;fmri_full;rf
10;0.5357706546783447;0.10999941825866699;0.8333333333333334;0.75;0.5;2;0;fmri_full;rf
11;0.5376687049865723;0.11106300354003906;0.8571428571428572;0.8;0.6666666666666666;2;1;fmri_full;rf
12;0.5335519313812256;0.11088275909423828;0.6857142857142857;0.5;0.6;2;2;fmri_full;rf
13;0.5349764823913574;0.11084771156311035;0.4444444444444444;0.5;0.3333333333333333;2;3;fmri_full;rf
14;0.5371334552764893;0.1117243766784668;0.9166666666666667;0.8571428571428571;1.0;2;4;fmri_full;rf
15;0.536085844039917;0.14044404029846191;0.7023809523809524;0.6666666666666666;0.3333333333333333;3;0;fmri_full;rf
16;0.5354855060577393;0.1105048656463623;0.6428571428571428;0.375;0.5;3;1;fmri_full;rf
17;0.5368690490722656;0.11094021797180176;0.8;0.6;0.6;3;2;fmri_full;rf
18;0.5344212055206299;0.11066651344299316;0.7500000000000001;0.6666666666666666;0.6666666666666666;3;3;fmri_full;rf
19;0.5361654758453369;0.11077499389648438;0.7777777777777779;0.6666666666666666;0.6666666666666666;3;4;fmri_full;rf
20;0.5336248874664307;0.11022186279296875;0.7619047619047619;0.6666666666666666;0.3333333333333333;4;0;fmri_full;rf
21;0.5369861125946045;0.11106038093566895;0.8333333333333334;0.6;0.5;4;1;fmri_full;rf
22;0.5365657806396484;0.10989689826965332;0.8285714285714285;0.6666666666666666;0.4;4;2;fmri_full;rf
23;0.5368053913116455;0.11083173751831055;0.6666666666666667;0.6666666666666666;0.6666666666666666;4;3;fmri_full;rf
24;0.536046028137207;0.11038851737976074;1.0;0.8571428571428571;1.0;4;4;fmri_full;rf
25;0.5418148040771484;0.11037707328796387;0.5476190476190477;0.5;0.6666666666666666;5;0;fmri_full;rf
26;0.5349478721618652;0.11030769348144531;0.8333333333333333;0.75;0.5;5;1;fmri_full;rf
27;0.5363214015960693;0.11028885841369629;0.8285714285714286;0.6666666666666666;0.4;5;2;fmri_full;rf
28;0.5355901718139648;0.11005210876464844;0.6944444444444444;0.75;0.5;5;3;fmri_full;rf
29;0.5350780487060547;0.11095380783081055;0.7083333333333334;0.5714285714285714;0.6666666666666666;5;4;fmri_full;rf
30;0.5353190898895264;0.10951805114746094;0.7857142857142858;0.6;1.0;6;0;fmri_full;rf
31;0.5362205505371094;0.11163449287414551;0.6904761904761905;0.75;0.5;6;1;fmri_full;rf
32;0.5356097221374512;0.110626220703125;0.6571428571428573;0.5;0.2;6;2;fmri_full;rf
33;0.5365400314331055;0.11037945747375488;0.9027777777777779;0.8333333333333334;0.8333333333333334;6;3;fmri_full;rf
34;0.5360405445098877;0.10995793342590332;0.9166666666666667;0.8;0.6666666666666666;6;4;fmri_full;rf
35;0.5332698822021484;0.13891959190368652;0.7619047619047619;0.75;0.5;7;0;fmri_full;rf
36;0.5365674495697021;0.11041045188903809;0.9761904761904763;0.8571428571428571;1.0;7;1;fmri_full;rf
37;0.5362470149993896;0.11037540435791016;0.7;0.4;0.4;7;2;fmri_full;rf
38;0.535524845123291;0.11061477661132812;0.5416666666666667;0.6666666666666666;0.3333333333333333;7;3;fmri_full;rf
39;0.5366725921630859;0.11081266403198242;0.6111111111111112;0.6666666666666666;0.3333333333333333;7;4;fmri_full;rf
40;0.5365922451019287;0.11045455932617188;0.5833333333333334;0.5;0.6666666666666666;8;0;fmri_full;rf
41;0.5368025302886963;0.11107134819030762;0.9523809523809524;0.8333333333333334;0.8333333333333334;8;1;fmri_full;rf
42;0.5364623069763184;0.11055469512939453;0.5714285714285714;0.6666666666666666;0.4;8;2;fmri_full;rf
43;0.5356588363647461;0.11086201667785645;0.6111111111111112;0.6;0.5;8;3;fmri_full;rf
44;0.5358068943023682;0.1105349063873291;0.6388888888888888;0.6;0.5;8;4;fmri_full;rf
45;0.5353484153747559;0.11052155494689941;0.6904761904761905;0.5;0.6666666666666666;9;0;fmri_full;rf
46;0.5394332408905029;0.11064720153808594;0.6190476190476191;0.6;0.5;9;1;fmri_full;rf
47;0.5364782810211182;0.11071276664733887;0.7714285714285714;0.6666666666666666;0.8;9;2;fmri_full;rf
48;0.5369889736175537;0.11114358901977539;0.888888888888889;0.8333333333333334;0.8333333333333334;9;3;fmri_full;rf
49;0.5365562438964844;0.11098122596740723;0.9444444444444444;0.75;1.0;9;4;fmri_full;rf
50;0.5349376201629639;0.1098623275756836;0.6190476190476191;0.5;0.3333333333333333;10;0;fmri_full;rf
51;0.5362112522125244;0.11058902740478516;0.761904761904762;0.8333333333333334;0.8333333333333334;10;1;fmri_full;rf
52;0.5344665050506592;0.1385965347290039;0.7714285714285714;0.6666666666666666;0.8;10;2;fmri_full;rf
53;0.5363941192626953;0.11019754409790039;0.75;0.5714285714285714;0.6666666666666666;10;3;fmri_full;rf
54;0.5341043472290039;0.10945463180541992;0.6944444444444444;0.6666666666666666;0.3333333333333333;10;4;fmri_full;rf
55;0.5352275371551514;0.11066722869873047;0.9047619047619047;0.7142857142857143;0.8333333333333334;11;0;fmri_full;rf
56;0.5351979732513428;0.10994744300842285;0.9285714285714286;0.8333333333333334;0.8333333333333334;11;1;fmri_full;rf
57;0.5374939441680908;0.11033868789672852;0.7428571428571429;0.75;0.6;11;2;fmri_full;rf
58;0.5348353385925293;0.11011028289794922;0.6111111111111112;0.75;0.5;11;3;fmri_full;rf
59;0.5357415676116943;0.11054444313049316;0.6944444444444444;0.5;0.3333333333333333;11;4;fmri_full;rf
60;0.5362753868103027;0.1098179817199707;0.8095238095238095;0.75;0.5;12;0;fmri_full;rf
61;0.536872386932373;0.1110374927520752;0.7261904761904763;0.5;0.5;12;1;fmri_full;rf
62;0.5373630523681641;0.11006450653076172;0.8857142857142857;0.6666666666666666;0.8;12;2;fmri_full;rf
63;0.5367410182952881;0.11111688613891602;0.7777777777777779;0.6;0.5;12;3;fmri_full;rf
64;0.5360903739929199;0.11117219924926758;0.5972222222222223;0.5;0.3333333333333333;12;4;fmri_full;rf
65;0.5371570587158203;0.11109256744384766;0.8095238095238095;0.7142857142857143;0.8333333333333334;13;0;fmri_full;rf
66;0.5352320671081543;0.11064910888671875;0.5476190476190477;0.5;0.3333333333333333;13;1;fmri_full;rf
67;0.5420067310333252;0.13875293731689453;0.6571428571428571;0.5;0.6;13;2;fmri_full;rf
68;0.537517786026001;0.11005854606628418;0.9722222222222223;1.0;0.6666666666666666;13;3;fmri_full;rf
69;0.5384154319763184;0.11069822311401367;0.9166666666666667;0.7142857142857143;0.8333333333333334;13;4;fmri_full;rf
70;0.5451874732971191;0.11033225059509277;0.7857142857142857;0.7142857142857143;0.8333333333333334;14;0;fmri_full;rf
71;0.5353126525878906;0.11050605773925781;0.6190476190476191;0.5;0.5;14;1;fmri_full;rf
72;0.5362246036529541;0.11028480529785156;0.8;0.6666666666666666;0.8;14;2;fmri_full;rf
73;0.5373566150665283;0.11057615280151367;1.0;1.0;0.6666666666666666;14;3;fmri_full;rf
74;0.5366973876953125;0.12260556221008301;0.6111111111111112;0.6;0.5;14;4;fmri_full;rf
75;0.5342833995819092;0.11016225814819336;0.5952380952380952;0.5;0.3333333333333333;15;0;fmri_full;rf
76;0.5328404903411865;0.10980677604675293;0.7857142857142857;0.7142857142857143;0.8333333333333334;15;1;fmri_full;rf
77;0.5376980304718018;0.10974431037902832;0.7714285714285714;0.6666666666666666;0.4;15;2;fmri_full;rf
78;0.5349767208099365;0.11004137992858887;0.7777777777777779;0.8;0.6666666666666666;15;3;fmri_full;rf
79;0.5371880531311035;0.11018037796020508;0.7777777777777779;0.75;1.0;15;4;fmri_full;rf
80;0.5361793041229248;0.10923337936401367;0.7142857142857143;0.6666666666666666;0.3333333333333333;16;0;fmri_full;rf
81;0.5366778373718262;0.10981893539428711;0.7380952380952381;0.75;0.5;16;1;fmri_full;rf
82;0.5416207313537598;0.10984444618225098;0.9;0.6666666666666666;0.8;16;2;fmri_full;rf
83;0.5379610061645508;0.10990381240844727;0.8333333333333334;0.75;0.5;16;3;fmri_full;rf
84;0.5354275703430176;0.1105952262878418;0.6111111111111112;0.6666666666666666;0.6666666666666666;16;4;fmri_full;rf
85;0.534578800201416;0.10953044891357422;0.5833333333333334;0.5;0.3333333333333333;17;0;fmri_full;rf
86;0.5350170135498047;0.11019349098205566;0.6428571428571429;0.5;0.6666666666666666;17;1;fmri_full;rf
87;0.5359153747558594;0.13904356956481934;0.4285714285714286;0.2857142857142857;0.4;17;2;fmri_full;rf
88;0.536914587020874;0.10975861549377441;0.5833333333333333;0.6666666666666666;0.3333333333333333;17;3;fmri_full;rf
89;0.5385558605194092;0.11002278327941895;0.888888888888889;0.75;0.5;17;4;fmri_full;rf
90;0.5353167057037354;0.11043620109558105;0.6666666666666667;0.5;0.5;18;0;fmri_full;rf
91;0.5350604057312012;0.1095576286315918;0.6190476190476191;0.5;0.3333333333333333;18;1;fmri_full;rf
92;0.536017894744873;0.1102914810180664;0.9142857142857143;0.8;0.8;18;2;fmri_full;rf
93;0.5370674133300781;0.10985040664672852;0.8333333333333335;0.6666666666666666;0.3333333333333333;18;3;fmri_full;rf
94;0.5397379398345947;0.10967612266540527;0.7777777777777779;0.8;0.6666666666666666;18;4;fmri_full;rf
95;0.5340676307678223;0.11001896858215332;0.5952380952380952;0.5;0.3333333333333333;19;0;fmri_full;rf
96;0.5351488590240479;0.10979127883911133;0.6904761904761905;0.6;0.5;19;1;fmri_full;rf
97;0.5379734039306641;0.10976719856262207;0.7571428571428571;0.6;0.6;19;2;fmri_full;rf
98;0.5376851558685303;0.11067986488342285;0.75;0.625;0.8333333333333334;19;3;fmri_full;rf
99;0.5384335517883301;0.1106882095336914;0.9166666666666667;0.8333333333333334;0.8333333333333334;19;4;fmri_full;rf
100;0.5370194911956787;0.10966753959655762;0.6904761904761905;0.7142857142857143;0.8333333333333334;20;0;fmri_full;rf
101;0.5368762016296387;0.11074185371398926;0.5476190476190476;0.6666666666666666;0.6666666666666666;20;1;fmri_full;rf
102;0.536149263381958;0.11048102378845215;0.9714285714285715;0.8333333333333334;1.0;20;2;fmri_full;rf
103;0.5381081104278564;0.1111595630645752;0.7777777777777778;1.0;0.16666666666666666;20;3;fmri_full;rf
104;0.5351834297180176;0.11071443557739258;0.75;0.6666666666666666;0.6666666666666666;20;4;fmri_full;rf
105;0.5685110092163086;0.10943984985351562;0.9047619047619048;0.75;0.5;21;0;fmri_full;rf
106;0.5332121849060059;0.1106255054473877;0.5714285714285714;0.5555555555555556;0.8333333333333334;21;1;fmri_full;rf
107;0.5350372791290283;0.1107320785522461;0.6285714285714286;0.6;0.6;21;2;fmri_full;rf
108;0.5374777317047119;0.1105947494506836;0.9166666666666666;0.8333333333333334;0.8333333333333334;21;3;fmri_full;rf
109;0.5373835563659668;0.11062073707580566;0.8611111111111112;0.8;0.6666666666666666;21;4;fmri_full;rf
110;0.5335476398468018;0.11116290092468262;0.8809523809523809;0.7142857142857143;0.8333333333333334;22;0;fmri_full;rf
111;0.5375185012817383;0.10991191864013672;0.8571428571428572;0.75;1.0;22;1;fmri_full;rf
112;0.5375103950500488;0.11085748672485352;0.8857142857142858;1.0;0.4;22;2;fmri_full;rf
113;0.5369377136230469;0.11028337478637695;0.8055555555555556;0.5;0.16666666666666666;22;3;fmri_full;rf
114;0.5375642776489258;0.11102795600891113;0.5833333333333333;0.5;0.5;22;4;fmri_full;rf
115;0.5372912883758545;0.11448884010314941;0.6428571428571428;0.5714285714285714;0.6666666666666666;23;0;fmri_full;rf
116;0.5346167087554932;0.11077666282653809;0.9761904761904763;0.8333333333333334;0.8333333333333334;23;1;fmri_full;rf
117;0.5358939170837402;0.10982251167297363;0.5428571428571429;0.3333333333333333;0.2;23;2;fmri_full;rf
118;0.5367124080657959;0.11139082908630371;0.8055555555555556;0.8333333333333334;0.8333333333333334;23;3;fmri_full;rf
119;0.5363047122955322;0.1104283332824707;0.8055555555555556;0.8;0.6666666666666666;23;4;fmri_full;rf
120;0.5637731552124023;0.1102597713470459;0.6785714285714286;1.0;0.16666666666666666;24;0;fmri_full;rf
121;0.5374324321746826;0.11078834533691406;0.8333333333333334;0.7142857142857143;0.8333333333333334;24;1;fmri_full;rf
122;0.5373883247375488;0.11085963249206543;0.8;1.0;0.6;24;2;fmri_full;rf
123;0.5359678268432617;0.11005711555480957;0.75;0.6;0.5;24;3;fmri_full;rf
124;0.5339395999908447;0.11058378219604492;0.6388888888888888;0.7142857142857143;0.8333333333333334;24;4;fmri_full;rf
125;0.5351428985595703;0.10965967178344727;0.6071428571428571;0.6;0.5;25;0;fmri_full;rf
126;0.5360710620880127;0.11044430732727051;0.8095238095238095;0.6666666666666666;0.6666666666666666;25;1;fmri_full;rf
127;0.53745436668396;0.1110682487487793;0.8857142857142857;0.8;0.8;25;2;fmri_full;rf
128;0.5361666679382324;0.11062884330749512;0.4305555555555555;0.4;0.3333333333333333;25;3;fmri_full;rf
129;0.5393056869506836;0.11046266555786133;0.7222222222222222;0.6;0.5;25;4;fmri_full;rf
130;0.5356879234313965;0.11051511764526367;0.761904761904762;0.6666666666666666;0.3333333333333333;26;0;fmri_full;rf
131;0.5363304615020752;0.11003565788269043;0.7857142857142857;0.5;0.5;26;1;fmri_full;rf
132;0.5377702713012695;0.11062383651733398;0.7142857142857143;0.6;0.6;26;2;fmri_full;rf
133;0.5351817607879639;0.11033368110656738;0.7500000000000001;0.5;0.3333333333333333;26;3;fmri_full;rf
134;0.5371003150939941;0.138899564743042;0.75;0.8;0.6666666666666666;26;4;fmri_full;rf
135;0.5366082191467285;0.11003661155700684;0.9285714285714286;0.8;0.6666666666666666;27;0;fmri_full;rf
136;0.5355002880096436;0.1099545955657959;0.75;0.5;0.3333333333333333;27;1;fmri_full;rf
137;0.5369160175323486;0.10973882675170898;0.7142857142857143;0.5555555555555556;1.0;27;2;fmri_full;rf
138;0.5354349613189697;0.11081314086914062;0.7222222222222223;0.8;0.6666666666666666;27;3;fmri_full;rf
139;0.5363819599151611;0.10971975326538086;0.8194444444444444;1.0;0.5;27;4;fmri_full;rf
140;0.5368344783782959;0.10979676246643066;0.7857142857142857;0.5714285714285714;0.6666666666666666;28;0;fmri_full;rf
141;0.5345046520233154;0.11021280288696289;0.6666666666666667;0.6666666666666666;0.3333333333333333;28;1;fmri_full;rf
142;0.5357668399810791;0.11038970947265625;0.7142857142857143;0.5;0.8;28;2;fmri_full;rf
143;0.5363636016845703;0.10952329635620117;0.6944444444444444;0.6666666666666666;0.6666666666666666;28;3;fmri_full;rf
144;0.5360033512115479;0.1109471321105957;0.7777777777777779;0.6666666666666666;0.3333333333333333;28;4;fmri_full;rf
145;0.5341732501983643;0.10978007316589355;0.761904761904762;0.5;0.16666666666666666;29;0;fmri_full;rf
146;0.537503719329834;0.10988521575927734;0.8809523809523809;0.8;0.6666666666666666;29;1;fmri_full;rf
147;0.5341460704803467;0.11017012596130371;0.7714285714285714;0.6666666666666666;0.8;29;2;fmri_full;rf
148;0.5369458198547363;0.11010313034057617;0.5972222222222222;0.5;0.5;29;3;fmri_full;rf
149;0.5373837947845459;0.11008882522583008;0.8333333333333334;0.7142857142857143;0.8333333333333334;29;4;fmri_full;rf
150;0.5331509113311768;0.1104285717010498;0.6904761904761905;0.625;0.8333333333333334;30;0;fmri_full;rf
151;0.5343880653381348;0.10916924476623535;0.6666666666666666;0.5;0.3333333333333333;30;1;fmri_full;rf
152;0.5366499423980713;0.1106729507446289;0.942857142857143;0.8;0.8;30;2;fmri_full;rf
153;0.5347568988800049;0.11064672470092773;0.8611111111111112;0.8;0.6666666666666666;30;3;fmri_full;rf
154;0.5373589992523193;0.1381969451904297;0.6666666666666667;0.7142857142857143;0.8333333333333334;30;4;fmri_full;rf
155;0.5368838310241699;0.11009383201599121;0.7380952380952381;1.0;0.3333333333333333;31;0;fmri_full;rf
156;0.5356769561767578;0.11014199256896973;0.6428571428571429;0.75;0.5;31;1;fmri_full;rf
157;0.5370678901672363;0.10979104042053223;0.9142857142857143;0.7142857142857143;1.0;31;2;fmri_full;rf
158;0.5364272594451904;0.1106882095336914;0.5833333333333334;0.5;0.3333333333333333;31;3;fmri_full;rf
159;0.5373086929321289;0.11030077934265137;0.8333333333333334;0.6666666666666666;0.6666666666666666;31;4;fmri_full;rf
160;0.5353875160217285;0.10950446128845215;0.8095238095238095;0.8;0.6666666666666666;32;0;fmri_full;rf
161;0.5359048843383789;0.1102151870727539;0.7857142857142857;0.6;0.5;32;1;fmri_full;rf
162;0.5384480953216553;0.1101694107055664;0.3428571428571429;0.5;0.4;32;2;fmri_full;rf
163;0.537877082824707;0.10894513130187988;0.9583333333333335;1.0;0.8333333333333334;32;3;fmri_full;rf
164;0.5367069244384766;0.11031842231750488;0.7777777777777779;0.6666666666666666;0.6666666666666666;32;4;fmri_full;rf
165;0.5357496738433838;0.10985088348388672;0.7380952380952381;0.5;0.6666666666666666;33;0;fmri_full;rf
166;0.5372910499572754;0.10993218421936035;0.8571428571428572;0.6666666666666666;1.0;33;1;fmri_full;rf
167;0.5365774631500244;0.11023902893066406;0.7142857142857143;0.3333333333333333;0.2;33;2;fmri_full;rf
168;0.5379295349121094;0.10998892784118652;0.9444444444444445;1.0;0.3333333333333333;33;3;fmri_full;rf
169;0.5367629528045654;0.11098933219909668;0.6388888888888888;0.6666666666666666;0.3333333333333333;33;4;fmri_full;rf
170;0.5363004207611084;0.11052060127258301;0.5714285714285714;0.25;0.16666666666666666;34;0;fmri_full;rf
171;0.5367066860198975;0.1101083755493164;0.8333333333333334;0.8;0.6666666666666666;34;1;fmri_full;rf
172;0.565260648727417;0.11046862602233887;0.7428571428571429;0.625;1.0;34;2;fmri_full;rf
173;0.5354001522064209;0.11025261878967285;0.8055555555555556;0.8;0.6666666666666666;34;3;fmri_full;rf
174;0.5360066890716553;0.10987734794616699;0.5833333333333334;0.5;0.3333333333333333;34;4;fmri_full;rf
175;0.5363099575042725;0.10954999923706055;0.6428571428571428;0.625;0.8333333333333334;35;0;fmri_full;rf
176;0.5368719100952148;0.11072468757629395;0.5476190476190477;0.5;0.3333333333333333;35;1;fmri_full;rf
177;0.5365712642669678;0.10982751846313477;0.6285714285714286;0.4;0.4;35;2;fmri_full;rf
178;0.5380537509918213;0.11096668243408203;0.7916666666666667;0.6666666666666666;0.6666666666666666;35;3;fmri_full;rf
179;0.5366473197937012;0.11054372787475586;1.0;1.0;0.16666666666666666;35;4;fmri_full;rf
180;0.5369341373443604;0.10988402366638184;0.45238095238095233;0.0;0.0;36;0;fmri_full;rf
181;0.5373680591583252;0.11087298393249512;0.7857142857142857;0.8;0.6666666666666666;36;1;fmri_full;rf
