;fit_time;score_time;test_roc_auc;test_precision;test_recall;repeat;fold;features;model
0;0.4617807865142822;0.12360596656799316;0.68;1.0;0.2;0;0;fmri_eegmeta;rf
1;0.4610013961791992;0.0956261157989502;0.8333333333333334;0.75;0.75;0;1;fmri_eegmeta;rf
2;0.4692714214324951;0.09679985046386719;0.9166666666666667;0.75;0.75;0;2;fmri_eegmeta;rf
3;0.4664325714111328;0.09738969802856445;0.8;0.5;0.25;0;3;fmri_eegmeta;rf
4;0.4694392681121826;0.09743094444274902;0.9;0.6666666666666666;0.5;0;4;fmri_eegmeta;rf
5;0.46539950370788574;0.09781789779663086;0.8;0.6666666666666666;0.4;1;0;fmri_eegmeta;rf
6;0.469449520111084;0.09900736808776855;0.5833333333333334;0.0;0.0;1;1;fmri_eegmeta;rf
7;0.46730685234069824;0.09807348251342773;0.8333333333333334;0.75;0.75;1;2;fmri_eegmeta;rf
8;0.46970105171203613;0.09747147560119629;1.0;0.8;1.0;1;3;fmri_eegmeta;rf
9;0.4675750732421875;0.09826493263244629;0.65;0.6666666666666666;0.5;1;4;fmri_eegmeta;rf
10;0.4724907875061035;0.09713220596313477;0.74;0.5;0.2;2;0;fmri_eegmeta;rf
11;0.4713716506958008;0.09806203842163086;1.0;1.0;1.0;2;1;fmri_eegmeta;rf
12;0.47234559059143066;0.09776806831359863;0.7916666666666667;0.75;0.75;2;2;fmri_eegmeta;rf
13;0.47152018547058105;0.09824919700622559;0.6499999999999999;0.5;0.5;2;3;fmri_eegmeta;rf
14;0.4719090461730957;0.09694027900695801;0.7;0.3333333333333333;0.25;2;4;fmri_eegmeta;rf
15;0.4668452739715576;0.09755873680114746;0.64;0.5;0.2;3;0;fmri_eegmeta;rf
16;0.46779942512512207;0.09730267524719238;0.7083333333333333;0.6666666666666666;0.5;3;1;fmri_eegmeta;rf
17;0.4687073230743408;0.11841607093811035;1.0;1.0;1.0;3;2;fmri_eegmeta;rf
18;0.47029876708984375;0.09709930419921875;0.8500000000000001;0.5;0.25;3;3;fmri_eegmeta;rf
19;0.4688091278076172;0.09720420837402344;0.65;0.5;0.75;3;4;fmri_eegmeta;rf
20;0.4681096076965332;0.0970611572265625;0.84;0.75;0.6;4;0;fmri_eegmeta;rf
21;0.4692225456237793;0.09727621078491211;0.6666666666666667;0.4;0.5;4;1;fmri_eegmeta;rf
22;0.4675567150115967;0.09702563285827637;0.875;0.75;0.75;4;2;fmri_eegmeta;rf
23;0.47046661376953125;0.09672737121582031;0.6500000000000001;1.0;0.25;4;3;fmri_eegmeta;rf
24;0.4673490524291992;0.09728813171386719;0.75;1.0;0.5;4;4;fmri_eegmeta;rf
25;0.4707314968109131;0.09695029258728027;0.8400000000000001;1.0;0.6;5;0;fmri_eegmeta;rf
26;0.4659855365753174;0.09688639640808105;0.8125;1.0;0.5;5;1;fmri_eegmeta;rf
27;0.469249963760376;0.0964808464050293;0.7500000000000001;0.6666666666666666;1.0;5;2;fmri_eegmeta;rf
28;0.4658348560333252;0.09727931022644043;0.7000000000000001;0.75;0.75;5;3;fmri_eegmeta;rf
29;0.47229599952697754;0.09738826751708984;0.9;0.6666666666666666;0.5;5;4;fmri_eegmeta;rf
30;0.47173309326171875;0.09744644165039062;0.7200000000000001;0.8;0.8;6;0;fmri_eegmeta;rf
31;0.4731771945953369;0.0973811149597168;0.8333333333333334;1.0;0.5;6;1;fmri_eegmeta;rf
32;0.471498966217041;0.09806513786315918;0.9166666666666667;0.75;0.75;6;2;fmri_eegmeta;rf
33;0.4724438190460205;0.097412109375;0.5;0.3333333333333333;0.25;6;3;fmri_eegmeta;rf
